Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Porto Alegre,46,1,1,0,acept,990,30,15,1035
Porto Alegre,63,2,1,2,acept,2750,92,41,2883
Sao Paulo,220,3,3,3,acept,3700,324,56,4080
Sao Paulo,150,3,4,2,acept,3000,42,46,3088
Sao Paulo,98,2,2,2,acept,8500,450,108,9058
Rio de Janeiro,119,3,3,2,acept,3000,129,39,3168
Porto Alegre,40,1,1,0,not acept,796,26,12,834
Porto Alegre,110,3,1,1,acept,2700,83,40,2823
Sao Paulo,50,2,3,0,not acept,1740,84,27,1851
Sao Paulo,25,1,1,0,acept,2200,45,28,2273
Sao Paulo,75,2,1,1,not acept,2000,0,26,2026
Sao Paulo,50,2,1,1,not acept,1500,0,20,1520
Rio de Janeiro,152,4,2,1,acept,3500,357,46,3903
Sao Paulo,330,4,2,8,not acept,4000,388,61,4449
Sao Paulo,251,3,2,2,acept,3400,336,52,3788
Rio de Janeiro,120,3,3,2,acept,3000,504,39,3543
Sao Paulo,64,1,2,2,acept,2100,92,27,2219
Porto Alegre,180,3,2,1,not acept,2000,125,30,2155
Belo Horizonte,61,3,1,1,acept,1500,85,20,1605
Campinas,62,2,1,0,acept,800,25,11,836
Sao Paulo,35,1,1,1,not acept,3388,124,43,3555
Belo Horizonte,60,2,1,1,acept,1300,30,18,1348
Porto Alegre,58,1,2,2,acept,2200,0,33,2233
Sao Paulo,146,3,5,2,acept,6600,424,84,7108
Sao Paulo,176,3,4,3,acept,6500,775,83,7358
Sao Paulo,220,6,2,2,acept,3600,125,55,3780
Belo Horizonte,47,2,1,1,not acept,1300,0,18,1318
Sao Paulo,30,1,1,0,not acept,650,38,9,697
Sao Paulo,103,3,2,0,acept,2160,39,28,2227
Rio de Janeiro,600,7,6,2,not acept,9000,1084,138,10222
Rio de Janeiro,200,4,5,3,acept,6200,155,95,6450
Sao Paulo,34,1,1,0,acept,1530,25,20,1575
Sao Paulo,95,2,1,1,acept,2900,0,44,2944
Sao Paulo,215,4,4,2,not acept,6000,917,77,6994
Rio de Janeiro,60,2,1,1,not acept,1230,88,16,1334
Rio de Janeiro,145,3,2,1,acept,9000,700,116,9816
Sao Paulo,102,3,2,2,acept,1600,0,25,1625
Sao Paulo,44,1,1,1,acept,3600,125,46,3771
Sao Paulo,90,2,2,0,acept,4200,250,54,4504
Sao Paulo,180,4,3,1,acept,5000,240,64,5304
Porto Alegre,123,3,3,1,not acept,3000,0,44,3044
Sao Paulo,54,2,2,1,not acept,2200,216,28,2444
Sao Paulo,50,1,1,1,acept,1884,0,11,1895
Sao Paulo,100,2,1,1,acept,1690,84,26,1800
Porto Alegre,36,1,1,1,acept,1200,35,18,1253
Sao Paulo,92,1,2,1,acept,3010,16,39,3065
Sao Paulo,68,2,2,1,acept,2000,79,26,2105
Sao Paulo,94,3,3,3,acept,4450,330,57,4837
Rio de Janeiro,25,1,1,0,acept,700,0,10,710
Sao Paulo,60,2,2,0,acept,1300,0,20,1320
Sao Paulo,321,5,3,5,acept,13000,2250,196,15446
Sao Paulo,116,3,4,2,acept,3900,413,50,4363
Sao Paulo,40,1,1,0,not acept,1010,0,16,1026
Porto Alegre,100,3,2,2,acept,2300,84,41,2425
Sao Paulo,70,2,1,0,acept,1300,163,20,1483
Sao Paulo,48,1,1,1,acept,1700,71,22,1793
Sao Paulo,115,3,5,2,acept,7000,495,89,7584
Sao Paulo,90,1,1,1,acept,3600,73,14,3687
Rio de Janeiro,89,2,2,1,acept,2900,148,38,3086
Porto Alegre,30,1,1,0,acept,1360,24,20,1404
Porto Alegre,39,1,1,0,acept,600,13,9,622
Sao Paulo,42,1,1,1,not acept,5250,100,67,5417
Sao Paulo,400,4,5,5,acept,7200,350,109,7659
Sao Paulo,47,1,2,1,acept,2500,125,32,2657
Sao Paulo,124,2,2,2,acept,7200,94,109,7403
Campinas,120,3,2,3,acept,2200,180,34,2414
Campinas,45,1,1,0,not acept,700,25,11,736
Sao Paulo,270,3,2,4,acept,6500,1167,98,7765
Sao Paulo,108,3,2,1,acept,3655,240,47,3942
Sao Paulo,128,3,4,4,not acept,8000,595,102,8697
Rio de Janeiro,179,4,2,0,acept,3040,484,40,3564
Belo Horizonte,140,4,2,2,acept,2000,237,27,2264
Belo Horizonte,27,1,1,0,not acept,1167,334,16,1517
Sao Paulo,250,3,4,2,acept,6000,517,77,6594
Porto Alegre,350,4,3,3,acept,4400,209,79,4688
Sao Paulo,208,3,2,2,acept,5000,500,64,5564
Sao Paulo,80,3,1,0,not acept,2100,0,27,2127
Sao Paulo,34,1,1,1,acept,3100,45,40,3185
Sao Paulo,150,4,3,0,acept,2850,275,37,3162
Sao Paulo,127,3,3,2,not acept,7000,421,89,7510
Sao Paulo,296,4,5,2,acept,8500,1000,128,9628
Sao Paulo,61,1,1,0,not acept,2700,0,35,2735
Sao Paulo,375,4,4,3,acept,9000,917,115,10032
Sao Paulo,370,5,4,3,acept,14000,1290,211,15501
Porto Alegre,30,1,1,0,acept,1270,42,19,1331
Sao Paulo,480,5,7,5,acept,8500,3700,108,12308
Sao Paulo,33,1,1,1,not acept,3500,0,45,3545
Rio de Janeiro,84,3,1,0,not acept,3100,209,40,3349
Sao Paulo,340,8,5,4,acept,7000,1400,106,8506
Porto Alegre,97,3,3,3,acept,3000,164,44,3208
Rio de Janeiro,110,3,2,1,acept,2500,190,33,2723
Belo Horizonte,77,3,3,2,acept,2200,306,30,2536
Rio de Janeiro,105,3,2,1,acept,2500,258,33,2791
Sao Paulo,33,1,1,1,not acept,1800,90,23,1913
Sao Paulo,25,1,1,0,acept,2040,0,26,2066
Sao Paulo,130,2,2,2,acept,4400,92,67,4559
Sao Paulo,480,4,7,5,acept,7500,1250,113,8863
Sao Paulo,240,3,3,3,acept,10000,1200,127,11327
Rio de Janeiro,80,2,2,1,acept,2500,300,33,2833
Sao Paulo,50,2,1,2,not acept,1900,42,25,1967
Belo Horizonte,32,1,1,0,not acept,1000,100,14,1114
Belo Horizonte,48,2,1,1,acept,1400,12,19,1431
Sao Paulo,90,3,3,1,acept,2600,11,40,2651
Rio de Janeiro,30,1,1,0,acept,1100,133,15,1248
Porto Alegre,75,2,2,1,acept,2800,135,41,2976
Porto Alegre,59,2,2,1,acept,1450,48,22,1520
Sao Paulo,25,1,1,0,not acept,1750,0,23,1773
Campinas,140,4,3,2,acept,3000,250,39,3289
Sao Paulo,100,2,1,1,acept,4000,120,51,4171
Campinas,23,1,1,0,not acept,990,0,13,1003
Sao Paulo,124,3,2,1,not acept,2750,289,35,3074
Sao Paulo,84,2,3,2,not acept,8500,450,108,9058
Sao Paulo,69,2,2,1,acept,4000,146,51,4197
Belo Horizonte,100,3,1,0,acept,2000,216,33,2249
Sao Paulo,70,1,2,1,acept,4000,106,51,4157
Belo Horizonte,88,3,2,1,acept,1290,0,18,1308
Belo Horizonte,465,7,7,2,acept,15000,435,246,15681
Sao Paulo,90,3,2,2,acept,2730,334,35,3099
Sao Paulo,120,3,3,1,acept,3000,189,39,3228
Sao Paulo,277,3,4,2,acept,7650,784,97,8531
Sao Paulo,270,4,6,3,acept,5000,669,76,5745
Porto Alegre,216,3,2,1,acept,3800,167,56,4023
Campinas,150,1,2,0,acept,1200,0,19,1219
Sao Paulo,360,4,7,5,acept,3995,2504,51,6550
Belo Horizonte,110,2,4,2,acept,2700,213,36,2949
Porto Alegre,50,2,1,1,acept,1300,16,19,1335
Sao Paulo,98,2,2,2,acept,7500,400,96,7996
Sao Paulo,190,3,3,3,not acept,5000,667,64,5731
Sao Paulo,35,1,1,1,acept,2500,90,32,2622
Sao Paulo,350,3,5,3,acept,12000,1250,181,13431
Belo Horizonte,950,6,6,2,acept,10000,1375,164,11539
Sao Paulo,213,4,5,4,acept,9900,1084,126,11110
Rio de Janeiro,100,3,2,1,not acept,3000,190,39,3229
Sao Paulo,240,4,4,4,acept,16000,1667,203,17870
Belo Horizonte,77,2,1,1,acept,960,129,13,1102
Sao Paulo,217,3,4,4,acept,14500,910,184,15594
Sao Paulo,218,4,4,3,acept,8400,1105,107,9612
Sao Paulo,31,2,1,0,acept,1040,0,14,1054
Sao Paulo,380,4,7,7,acept,15000,2500,191,17691
Rio de Janeiro,40,1,2,0,acept,1800,53,24,1877
Sao Paulo,48,1,1,1,acept,3800,150,49,3999
Sao Paulo,55,1,1,0,acept,1400,138,22,1560
Sao Paulo,270,3,3,3,acept,5740,834,87,6661
Rio de Janeiro,80,2,3,1,acept,4500,0,58,4558
Rio de Janeiro,50,1,1,0,acept,1850,0,24,1874
Sao Paulo,38,2,1,0,acept,3200,50,41,3291
Belo Horizonte,320,4,5,4,not acept,5000,940,67,6007
Sao Paulo,500,3,6,0,acept,6400,1667,97,8164
Rio de Janeiro,110,3,3,0,acept,2400,57,37,2494
Sao Paulo,300,3,3,2,acept,10500,768,158,11426
Sao Paulo,30,1,1,0,not acept,650,25,10,685
Sao Paulo,58,2,2,1,not acept,3400,71,44,3515
Sao Paulo,18,1,1,0,acept,1720,0,22,1742
Sao Paulo,139,4,4,8,acept,3500,265,53,3818
Rio de Janeiro,210,4,5,2,acept,8000,850,104,8954
Porto Alegre,50,2,1,1,acept,1180,0,18,1198
Sao Paulo,70,1,1,2,acept,7000,542,89,7631
Sao Paulo,36,1,1,0,acept,1275,0,5,1280
Sao Paulo,48,1,1,0,acept,1100,0,14,1114
Belo Horizonte,92,3,2,1,acept,1600,0,22,1622
Rio de Janeiro,189,3,2,0,acept,4500,452,58,5010
Porto Alegre,38,1,1,1,acept,2500,42,37,2579
Sao Paulo,351,3,4,2,not acept,9500,1192,121,10813
Rio de Janeiro,64,2,1,1,acept,2700,120,35,2855
Sao Paulo,31,1,1,1,acept,2400,75,31,2506
Sao Paulo,90,3,2,2,acept,2450,117,32,2599
Sao Paulo,40,1,1,0,acept,3463,0,32,3495
Sao Paulo,180,3,4,4,acept,15000,1417,191,16608
Sao Paulo,64,3,1,1,acept,1500,53,20,1573
Sao Paulo,190,3,4,3,acept,5500,525,70,6095
Sao Paulo,400,3,3,4,acept,14000,300,211,14511
Rio de Janeiro,180,4,5,3,acept,10000,725,129,10854
Sao Paulo,73,1,1,0,acept,3000,57,39,3096
Sao Paulo,64,2,2,2,acept,2600,75,33,2708
Sao Paulo,65,3,1,1,acept,2530,90,33,2653
Sao Paulo,400,4,5,4,acept,12800,1345,163,14308
Sao Paulo,48,2,1,1,not acept,5470,8,70,5548
Sao Paulo,40,1,1,1,not acept,1700,20,22,1742
Porto Alegre,61,2,1,0,not acept,1445,0,22,1467
Rio de Janeiro,85,2,1,0,acept,1700,58,22,1780
Belo Horizonte,235,4,3,1,acept,12000,563,197,12760
Sao Paulo,347,4,5,4,acept,12000,1500,153,13653
Rio de Janeiro,25,1,1,0,acept,540,0,7,547
Rio de Janeiro,85,2,2,1,acept,3600,363,47,4010
Sao Paulo,103,3,3,2,acept,6500,448,83,7031
Sao Paulo,159,3,3,2,not acept,3300,225,50,3575
Sao Paulo,42,1,1,1,acept,3600,125,46,3771
Sao Paulo,100,3,2,1,acept,1946,0,7,1953
Sao Paulo,111,1,2,2,acept,8000,466,102,8568
Porto Alegre,40,1,1,1,acept,1500,23,22,1545
Campinas,92,3,2,3,acept,2525,0,32,2557
Rio de Janeiro,480,5,6,4,acept,8000,1600,104,9704
Belo Horizonte,55,2,2,2,acept,2000,177,27,2204
Belo Horizonte,24,1,1,1,not acept,1200,0,16,1216
Sao Paulo,50,1,1,1,not acept,1000,0,16,1016
Rio de Janeiro,80,2,1,0,acept,1600,158,21,1779
Sao Paulo,230,3,2,0,acept,2500,500,32,3032
Porto Alegre,72,2,1,0,acept,1200,67,18,1285
Porto Alegre,90,2,1,0,acept,1353,77,20,1450
Belo Horizonte,22,1,1,0,not acept,700,0,10,710
Sao Paulo,455,4,5,4,acept,19500,3334,248,23082
Sao Paulo,140,3,2,1,not acept,2400,340,31,2771
Belo Horizonte,23,1,1,1,acept,1300,132,18,1450
Porto Alegre,46,1,1,0,acept,1070,56,16,1142
Campinas,70,1,1,1,acept,2350,6,30,2386
Belo Horizonte,150,5,3,0,acept,3250,100,54,3404
Campinas,55,1,1,0,acept,500,17,7,524
Sao Paulo,40,1,1,0,not acept,2040,70,31,2141
Sao Paulo,91,2,1,1,acept,1750,90,23,1863
Sao Paulo,140,2,1,3,acept,2500,194,38,2732
Sao Paulo,50,1,1,0,acept,1300,0,17,1317
Campinas,52,2,1,1,acept,980,77,13,1070
Rio de Janeiro,100,3,1,1,acept,3000,250,39,3289
Sao Paulo,160,4,3,3,acept,7000,542,89,7631
Sao Paulo,50,1,1,0,not acept,750,0,12,762
Campinas,137,3,2,1,acept,1800,250,23,2073
Porto Alegre,42,1,1,0,acept,1200,27,18,1245
Sao Paulo,650,3,7,2,acept,9900,600,149,10649
Rio de Janeiro,90,3,2,0,not acept,2000,0,31,2031
Rio de Janeiro,30,1,1,0,acept,1854,0,11,1865
Sao Paulo,254,4,4,3,acept,6780,478,86,7344
Sao Paulo,40,1,1,1,not acept,3600,180,46,3826
Rio de Janeiro,130,4,2,1,not acept,3300,145,43,3488
Campinas,128,3,3,2,acept,2650,682,34,3366
Sao Paulo,78,2,1,3,acept,1600,163,25,1788
Campinas,42,1,1,0,acept,690,12,9,711
Campinas,140,3,3,2,acept,2370,0,31,2401
Sao Paulo,46,1,1,0,acept,1600,0,21,1621
Campinas,50,2,1,1,acept,1170,0,15,1185
Sao Paulo,54,1,1,1,not acept,4130,250,53,4433
Sao Paulo,40,1,1,1,acept,3200,95,41,3336
Sao Paulo,50,2,1,1,acept,1100,0,14,1114
Sao Paulo,75,3,1,1,not acept,1800,0,23,1823
Sao Paulo,472,3,2,4,acept,6500,650,98,7248
Porto Alegre,360,5,3,6,acept,4800,197,86,5083
Sao Paulo,308,4,4,3,acept,15000,1917,191,17108
Sao Paulo,50,1,1,1,not acept,3700,209,47,3956
Sao Paulo,540,4,5,5,acept,5100,2236,65,7401
Sao Paulo,321,3,5,2,acept,7318,1072,111,8501
Sao Paulo,70,3,2,1,acept,1290,92,17,1399
Campinas,130,3,2,2,acept,2800,184,36,3020
Sao Paulo,170,3,2,2,acept,4500,267,68,4835
Sao Paulo,60,2,2,1,not acept,5500,150,70,5720
Rio de Janeiro,45,1,1,0,not acept,4500,80,58,4638
Belo Horizonte,60,2,1,1,acept,750,78,10,838
Sao Paulo,340,5,4,2,acept,12000,1000,153,13153
Porto Alegre,58,2,1,0,acept,750,30,11,791
Sao Paulo,195,4,3,3,not acept,10000,1336,127,11463
Sao Paulo,100,2,4,0,acept,3000,0,39,3039
Sao Paulo,50,1,1,0,acept,700,67,11,778
Campinas,54,2,1,1,acept,999,23,13,1035
Belo Horizonte,55,2,1,1,acept,1300,85,18,1403
Sao Paulo,48,1,1,2,acept,3550,486,45,4081
Sao Paulo,58,2,1,1,acept,1700,165,22,1887
Sao Paulo,200,3,4,3,acept,8500,1000,33,9533
Campinas,77,3,1,2,acept,1500,49,20,1569
Belo Horizonte,72,2,1,1,acept,1200,83,16,1299
Sao Paulo,50,2,1,2,not acept,1800,59,23,1882
Rio de Janeiro,95,2,2,1,acept,3000,28120,39,31159
Sao Paulo,130,3,2,0,acept,4800,215,61,5076
Rio de Janeiro,30,1,1,0,not acept,700,0,10,710
Sao Paulo,300,4,3,4,acept,15000,0,191,15191
Rio de Janeiro,95,3,2,1,acept,2245,268,29,2542
Sao Paulo,80,3,1,1,acept,1750,0,23,1773
Sao Paulo,310,3,3,2,not acept,15000,846,191,16037
Porto Alegre,170,3,2,0,acept,1000,165,15,1180
Rio de Janeiro,46,2,1,0,not acept,820,0,11,831
Rio de Janeiro,97,3,2,0,acept,2734,270,36,3040
Sao Paulo,130,3,2,1,not acept,7900,386,101,8387
Rio de Janeiro,30,1,1,0,not acept,1140,0,15,1155
Sao Paulo,40,1,1,1,not acept,2600,96,35,2731
Sao Paulo,90,3,2,2,not acept,2100,150,27,2277
Sao Paulo,89,2,2,2,acept,7700,351,98,8149
Sao Paulo,240,3,3,5,acept,3500,0,45,3545
Sao Paulo,106,3,2,0,acept,2430,0,31,2461
Sao Paulo,80,2,1,1,not acept,1500,167,20,1687
Sao Paulo,22,1,1,1,acept,2200,55,28,2283
Sao Paulo,141,4,3,2,acept,4010,542,51,4603
Sao Paulo,340,4,6,6,acept,15000,250,226,15476
Sao Paulo,105,4,2,2,acept,6500,400,83,6983
Sao Paulo,70,3,1,1,acept,1290,180,17,1487
Sao Paulo,200,3,2,1,acept,8000,42,102,8144
Campinas,62,2,1,0,acept,709,22,9,740
Sao Paulo,74,2,3,2,acept,3200,40,41,3281
Rio de Janeiro,333,5,4,3,acept,7000,1000,91,8091
Sao Paulo,250,4,2,5,acept,4000,701,61,4762
Sao Paulo,70,1,1,1,acept,3590,83,46,3719
Rio de Janeiro,120,3,2,2,acept,5500,509,71,6080
Porto Alegre,35,1,1,0,acept,960,75,15,1050
Rio de Janeiro,67,2,1,0,acept,1529,80,17,1626
Sao Paulo,220,4,3,4,acept,3000,1000,39,4039
Campinas,80,3,2,2,acept,2500,175,32,2707
Sao Paulo,57,1,1,1,acept,4800,194,61,5055
Porto Alegre,100,2,2,2,acept,2200,159,33,2392
Rio de Janeiro,60,1,1,0,acept,750,100,10,860
Campinas,87,3,2,1,acept,1450,100,19,1569
Sao Paulo,530,4,4,6,acept,9520,1334,144,10998
Sao Paulo,35,1,1,0,acept,700,80,11,791
Sao Paulo,140,3,2,2,acept,3000,2500,46,5546
Sao Paulo,45,2,2,0,not acept,1630,84,25,1739
Sao Paulo,70,1,1,1,acept,3500,171,45,3716
Sao Paulo,140,3,3,1,acept,1360,256,18,1634
Belo Horizonte,80,3,2,1,acept,2000,152,27,2179
Sao Paulo,50,1,1,0,not acept,1150,50,18,1218
Sao Paulo,108,3,2,2,not acept,2900,202,37,3139
Sao Paulo,60,3,1,1,acept,2200,4,31,2235
Sao Paulo,30,1,1,1,not acept,3500,100,45,3645
Sao Paulo,110,3,3,2,acept,3800,192,49,4041
Rio de Janeiro,70,2,1,1,acept,1100,84,15,1199
Sao Paulo,360,3,5,4,acept,3635,1644,47,5326
Campinas,348,3,3,3,acept,6000,350,91,6441
Sao Paulo,270,3,4,3,acept,7900,1792,101,9793
Rio de Janeiro,86,2,2,1,not acept,5500,375,71,5946
Sao Paulo,100,3,4,2,not acept,3000,470,39,3509
Sao Paulo,30,1,1,1,acept,1850,0,24,1874
Sao Paulo,146,3,4,3,acept,10000,667,127,10794
Belo Horizonte,100,3,3,1,acept,1600,120,22,1742
Rio de Janeiro,185,3,2,1,acept,6900,0,89,6989
Sao Paulo,300,3,5,2,acept,4600,609,70,5279
Sao Paulo,120,3,4,0,acept,3200,226,41,3467
Sao Paulo,195,3,3,2,acept,2990,330,45,3365
Sao Paulo,110,1,3,2,acept,8000,417,102,8519
Sao Paulo,210,3,3,3,acept,7000,717,89,7806
Campinas,400,4,6,3,acept,6800,700,103,7603
Belo Horizonte,42,2,1,1,acept,690,63,10,763
Belo Horizonte,180,3,1,0,acept,3400,367,56,3823
Campinas,329,4,2,2,acept,6300,420,80,6800
Sao Paulo,44,1,1,0,acept,1400,0,18,1418
Belo Horizonte,28,1,1,1,not acept,1250,0,17,1267
Rio de Janeiro,90,3,2,1,not acept,3800,310,49,4159
Sao Paulo,90,2,1,0,acept,2150,212,28,2390
Sao Paulo,200,2,1,0,acept,2800,291,43,3134
Porto Alegre,240,3,4,3,acept,6000,184,107,6291
Porto Alegre,55,2,1,0,acept,1200,84,18,1302
Belo Horizonte,90,3,2,0,not acept,4200,150,56,4406
Sao Paulo,85,3,1,2,acept,1900,270,25,2195
Sao Paulo,255,4,4,3,acept,11900,0,151,12051
Sao Paulo,280,5,2,1,acept,8000,0,121,8121
Rio de Janeiro,32,1,1,0,acept,1400,66,19,1485
Belo Horizonte,29,1,1,0,not acept,1100,8,15,1123
Sao Paulo,48,1,1,1,acept,3000,142,39,3181
Campinas,170,3,2,2,acept,2300,98,35,2433
Belo Horizonte,45,1,1,1,not acept,3000,0,40,3040
Campinas,341,4,6,4,acept,13000,608,196,13804
Porto Alegre,80,2,2,0,acept,1638,0,19,1657
Rio de Janeiro,153,3,2,1,acept,2550,157,33,2740
Rio de Janeiro,120,3,2,1,acept,2200,0,29,2229
Sao Paulo,33,1,1,0,acept,1650,0,21,1671
Sao Paulo,180,4,4,2,acept,5500,507,70,6077
Campinas,84,3,1,1,acept,1200,147,16,1363
Sao Paulo,73,3,2,1,acept,2700,171,35,2906
Sao Paulo,50,1,2,1,not acept,3000,210,39,3249
Sao Paulo,40,1,1,1,not acept,4320,181,55,4556
Sao Paulo,216,3,4,4,acept,15000,900,191,16091
Sao Paulo,44,1,1,1,acept,2300,70,30,2400
Belo Horizonte,120,3,2,2,not acept,1700,331,23,2054
Porto Alegre,150,3,3,2,acept,8900,250,130,9280
Sao Paulo,136,3,2,3,acept,2500,325,32,2857
Porto Alegre,54,1,1,0,acept,1000,25,15,1040
Sao Paulo,100,2,1,1,acept,3800,234,49,4083
Sao Paulo,50,2,1,1,acept,1200,0,16,1216
Campinas,60,2,1,0,not acept,800,138,13,951
Rio de Janeiro,125,3,2,1,acept,3500,295,46,3841
Rio de Janeiro,28,1,1,0,acept,1870,0,25,1895
Porto Alegre,78,2,1,0,acept,1480,32,22,1534
Porto Alegre,46,1,1,0,acept,850,27,13,890
Sao Paulo,35,1,1,1,not acept,2896,78,37,3011
Sao Paulo,104,3,2,2,acept,4200,432,54,4686
Sao Paulo,215,3,3,2,not acept,15000,834,191,16025
Campinas,100,3,2,2,acept,2250,15,34,2299
Belo Horizonte,30,1,1,1,not acept,705,0,10,715
Porto Alegre,43,1,1,0,acept,1500,25,22,1547
Sao Paulo,234,3,4,3,acept,7000,84,89,7173
Sao Paulo,37,1,1,0,acept,1730,142,22,1894
Sao Paulo,50,2,1,0,acept,2000,42,26,2068
Rio de Janeiro,71,2,2,1,acept,3500,190,46,3736
Sao Paulo,118,3,3,2,acept,3890,356,50,4296
Campinas,122,3,2,1,acept,1750,117,23,1890
Rio de Janeiro,58,2,2,1,acept,1200,44,16,1260
Sao Paulo,270,3,3,2,acept,9800,0,148,9948
Porto Alegre,90,3,2,2,acept,2500,202,37,2739
Sao Paulo,400,4,3,3,acept,8000,1250,121,9371
Campinas,155,3,3,2,acept,5500,15,83,5598
Rio de Janeiro,85,2,1,0,acept,2975,134,39,3148
Sao Paulo,280,4,4,4,acept,12000,1667,172,13839
Rio de Janeiro,30,1,1,0,acept,2000,45,26,2071
Sao Paulo,54,1,2,0,acept,3500,0,45,3545
Porto Alegre,25,1,1,0,acept,750,27,11,788
Belo Horizonte,176,4,2,2,acept,4500,226,74,4800
Sao Paulo,570,4,6,4,acept,10500,1834,158,12492
Belo Horizonte,95,2,2,1,acept,1600,170,22,1792
Sao Paulo,30,1,1,0,acept,1153,0,4,1157
Sao Paulo,250,3,4,3,acept,3571,430,54,4055
Sao Paulo,98,3,3,2,acept,2500,0,38,2538
Belo Horizonte,68,2,2,2,acept,800,59,11,870
Sao Paulo,83,3,2,2,acept,3690,317,47,4054
Belo Horizonte,70,2,2,2,acept,2250,211,30,2491
Belo Horizonte,50,2,1,1,acept,1000,28,14,1042
Sao Paulo,480,4,5,3,acept,4100,1700,62,5862
Sao Paulo,250,3,2,8,acept,10000,0,151,10151
Sao Paulo,191,4,3,3,not acept,9500,1200,121,10821
Sao Paulo,140,3,3,3,not acept,8000,800,102,8902
Sao Paulo,49,1,1,1,acept,2600,134,33,2767
Belo Horizonte,362,5,4,4,not acept,7900,1504,106,9510
Rio de Janeiro,61,2,1,0,acept,1297,21,17,1335
Porto Alegre,156,3,2,1,acept,1615,110,29,1754
Sao Paulo,179,3,2,1,acept,5400,359,69,5828
Rio de Janeiro,120,3,3,2,acept,2800,150,37,2987
Belo Horizonte,200,4,2,2,acept,12000,233,197,12430
Sao Paulo,185,3,3,3,acept,5600,907,71,6578
Sao Paulo,120,2,2,0,acept,3600,120,46,3766
Sao Paulo,50,2,1,1,acept,1715,12,22,1749
Belo Horizonte,400,3,3,2,acept,4800,0,79,4879
Sao Paulo,240,3,4,2,acept,8200,625,124,8949
Sao Paulo,60,2,1,1,acept,1520,80,20,1620
Sao Paulo,100,2,1,3,not acept,2700,378,41,3119
Sao Paulo,250,4,4,3,not acept,7500,417,113,8030
Porto Alegre,100,4,2,1,acept,1820,167,27,2014
Rio de Janeiro,72,1,2,1,acept,2000,0,26,2026
Rio de Janeiro,70,2,1,0,acept,2000,7,26,2033
Sao Paulo,16,1,1,0,acept,2700,5,35,2740
Sao Paulo,98,3,2,2,acept,4500,0,58,4558
Sao Paulo,170,3,3,1,acept,2060,200,27,2287
Sao Paulo,45,2,1,0,not acept,1450,43,22,1515
Sao Paulo,90,2,2,1,acept,5500,142,70,5712
Sao Paulo,30,1,1,1,acept,2570,0,8,2578
Sao Paulo,140,3,3,2,acept,4905,59,63,5027
Sao Paulo,90,2,2,2,acept,3640,342,47,4029
Belo Horizonte,62,2,2,0,acept,1300,0,18,1318
Rio de Janeiro,80,2,2,0,acept,2500,0,33,2533
Sao Paulo,40,1,1,0,not acept,750,0,12,762
Rio de Janeiro,65,1,1,0,acept,1800,30,24,1854
Sao Paulo,300,3,2,1,acept,3900,538,59,4497
Sao Paulo,340,4,4,3,acept,10000,1084,151,11235
Sao Paulo,72,2,2,1,acept,5270,334,67,5671
Sao Paulo,250,4,3,3,not acept,13000,950,196,14146
Rio de Janeiro,100,2,2,3,not acept,3478,180,45,3703
Sao Paulo,45,1,1,1,not acept,5520,0,70,5590
Porto Alegre,98,3,1,0,not acept,12750,50,187,12987
Belo Horizonte,164,3,2,2,acept,3200,131,53,3384
Sao Paulo,250,3,3,4,acept,6500,309,98,6907
Rio de Janeiro,28,1,1,0,acept,1189,0,16,1205
Rio de Janeiro,60,2,1,0,not acept,1650,0,22,1672
Sao Paulo,105,3,3,2,not acept,2720,417,35,3172
Sao Paulo,220,2,4,3,not acept,12960,834,165,13959
Rio de Janeiro,250,5,3,1,acept,4000,100,61,4161
Sao Paulo,171,3,3,1,acept,5100,259,65,5424
Rio de Janeiro,156,4,3,2,acept,3900,600,51,4551
Sao Paulo,150,3,5,3,acept,4500,189,68,4757
Belo Horizonte,75,3,2,1,acept,1500,50,20,1570
Sao Paulo,254,3,5,4,acept,10000,990,127,11117
Sao Paulo,68,1,2,1,acept,9000,532,115,9647
Sao Paulo,55,2,1,0,not acept,1528,0,20,1548
Porto Alegre,40,1,1,0,acept,800,19,12,831
Sao Paulo,230,2,3,1,acept,12000,450,153,12603
Porto Alegre,70,2,2,0,not acept,1995,80,30,2105
Sao Paulo,170,4,5,2,acept,3700,0,56,3756
Porto Alegre,40,1,1,1,acept,1050,67,16,1133
Sao Paulo,45,1,1,1,not acept,5520,0,70,5590
Sao Paulo,270,3,4,3,acept,7500,1471,96,9067
Campinas,54,2,1,1,acept,1500,23,20,1543
Campinas,291,4,3,2,acept,3300,208,50,3558
Belo Horizonte,86,2,1,1,acept,1310,130,18,1458
Sao Paulo,77,2,1,1,acept,2200,0,28,2228
Sao Paulo,86,3,2,2,acept,2900,190,37,3127
Campinas,200,3,4,2,not acept,2000,275,26,2301
Sao Paulo,90,2,2,2,not acept,4800,203,61,5064
Sao Paulo,64,2,2,2,acept,3400,161,44,3605
Porto Alegre,54,2,1,2,acept,1310,30,20,1360
Porto Alegre,387,7,5,3,acept,6000,394,107,6501
Sao Paulo,100,2,3,2,not acept,10000,138,127,10265
Sao Paulo,50,2,2,1,acept,1800,0,23,1823
Belo Horizonte,520,3,3,4,not acept,12000,1133,160,13293
Sao Paulo,23,1,1,0,acept,2100,59,27,2186
Rio de Janeiro,60,1,1,0,acept,1580,0,21,1601
